TIME,GEO,CURRENCY,TAX,NRG_CONS,VALUE
2017-S2,NO,EUR,I_TAX,KWH_LT1000,0.3843
2018-S1,NO,EUR,I_TAX,KWH_LT1000,0.4144
2018-S2,NO,EUR,I_TAX,KWH_LT1000,0.4306
2019-S1,NO,EUR,I_TAX,KWH_LT1000,0.4328
2019-S2,NO,EUR,I_TAX,KWH_LT1000,0.4169
2020-S1,NO,EUR,I_TAX,KWH_LT1000,0.3618
2020-S2,NO,EUR,I_TAX,KWH_LT1000,0.3599
2021-S1,NO,EUR,I_TAX,KWH_LT1000,0.4306
2021-S2,NO,EUR,I_TAX,KWH_LT1000,0.4697
2022-S1,NO,EUR,I_TAX,KWH_LT1000,0.4435
2022-S2,NO,EUR,I_TAX,KWH_LT1000,0.5277
2023-S1,NO,EUR,I_TAX,KWH_LT1000,0.4442
2023-S2,NO,EUR,I_TAX,KWH_LT1000,0.4803
2024-S1,NO,EUR,I_TAX,KWH_LT1000,0.5098
2015-S1,UK,EUR,I_TAX,KWH_LT1000,0.2566
2015-S2,UK,EUR,I_TAX,KWH_LT1000,0.2671
2016-S1,UK,EUR,I_TAX,KWH_LT1000,0.248
2016-S2,UK,EUR,I_TAX,KWH_LT1000,0.2755
2017-S1,UK,EUR,I_TAX,KWH_LT1000,0.2581
2017-S2,UK,EUR,I_TAX,KWH_LT1000,0.2702
2018-S1,UK,EUR,I_TAX,KWH_LT1000,0.272
2018-S2,UK,EUR,I_TAX,KWH_LT1000,0.2944
2019-S1,UK,EUR,I_TAX,KWH_LT1000,0.3042
2019-S2,UK,EUR,I_TAX,KWH_LT1000,0.3397
2020-S1,UK,EUR,I_TAX,KWH_LT1000,0.3039
2015-S1,BA,EUR,I_TAX,KWH_LT1000,0.2447
2015-S2,BA,EUR,I_TAX,KWH_LT1000,0.1974
2016-S1,BA,EUR,I_TAX,KWH_LT1000,0.213
2016-S2,BA,EUR,I_TAX,KWH_LT1000,0.2038
2017-S1,BA,EUR,I_TAX,KWH_LT1000,0.2224
2017-S2,BA,EUR,I_TAX,KWH_LT1000,0.202
2018-S1,BA,EUR,I_TAX,KWH_LT1000,0.2206
2018-S2,BA,EUR,I_TAX,KWH_LT1000,0.1884
2019-S1,BA,EUR,I_TAX,KWH_LT1000,0.209
2019-S2,BA,EUR,I_TAX,KWH_LT1000,0.1872
2020-S1,BA,EUR,I_TAX,KWH_LT1000,0.213
2020-S2,BA,EUR,I_TAX,KWH_LT1000,0.2077
2021-S1,BA,EUR,I_TAX,KWH_LT1000,0.2146
2021-S2,BA,EUR,I_TAX,KWH_LT1000,0.1876
2022-S1,BA,EUR,I_TAX,KWH_LT1000,0.2121
2022-S2,BA,EUR,I_TAX,KWH_LT1000,0.1975
2023-S1,BA,EUR,I_TAX,KWH_LT1000,0.2383
2023-S2,BA,EUR,I_TAX,KWH_LT1000,0.1982
2024-S1,BA,EUR,I_TAX,KWH_LT1000,0.289
2015-S1,ME,EUR,I_TAX,KWH_LT1000,0.2229
2015-S2,ME,EUR,I_TAX,KWH_LT1000,0.2027
2016-S1,ME,EUR,I_TAX,KWH_LT1000,0.2065
2016-S2,ME,EUR,I_TAX,KWH_LT1000,0.1873
2017-S1,ME,EUR,I_TAX,KWH_LT1000,0.1781
2017-S2,ME,EUR,I_TAX,KWH_LT1000,0.1644
2018-S1,ME,EUR,I_TAX,KWH_LT1000,0.1819
2018-S2,ME,EUR,I_TAX,KWH_LT1000,0.169
2019-S1,ME,EUR,I_TAX,KWH_LT1000,0.1817
2019-S2,ME,EUR,I_TAX,KWH_LT1000,0.1665
2020-S1,ME,EUR,I_TAX,KWH_LT1000,0.175
2020-S2,ME,EUR,I_TAX,KWH_LT1000,0.1674
2021-S1,ME,EUR,I_TAX,KWH_LT1000,0.1684
2021-S2,ME,EUR,I_TAX,KWH_LT1000,0.1515
2022-S1,ME,EUR,I_TAX,KWH_LT1000,0.1609
2022-S2,ME,EUR,I_TAX,KWH_LT1000,0.1468
2023-S1,ME,EUR,I_TAX,KWH_LT1000,0.1594
2023-S2,ME,EUR,I_TAX,KWH_LT1000,0.1474
2024-S1,ME,EUR,I_TAX,KWH_LT1000,0.1583
2015-S1,MD,EUR,I_TAX,KWH_LT1000,0.0794
2015-S2,MD,EUR,I_TAX,KWH_LT1000,0.0861
2016-S1,MD,EUR,I_TAX,KWH_LT1000,0.094
2016-S2,MD,EUR,I_TAX,KWH_LT1000,0.0888
2017-S1,MD,EUR,I_TAX,KWH_LT1000,0.0942
2017-S2,MD,EUR,I_TAX,KWH_LT1000,0.0972
2018-S1,MD,EUR,I_TAX,KWH_LT1000,0.0993
2018-S2,MD,EUR,I_TAX,KWH_LT1000,0.0948
2019-S1,MD,EUR,I_TAX,KWH_LT1000,0.0912
2019-S2,MD,EUR,I_TAX,KWH_LT1000,0.0972
2020-S1,MD,EUR,I_TAX,KWH_LT1000,0.0995
2020-S2,MD,EUR,I_TAX,KWH_LT1000,0.0896
2021-S1,MD,EUR,I_TAX,KWH_LT1000,0.0762
2021-S2,MD,EUR,I_TAX,KWH_LT1000,0.0768
2022-S1,MD,EUR,I_TAX,KWH_LT1000,0.096
2022-S2,MD,EUR,I_TAX,KWH_LT1000,0.1713
2023-S1,MD,EUR,I_TAX,KWH_LT1000,0.1726
2023-S2,MD,EUR,I_TAX,KWH_LT1000,0.1361
2024-S1,MD,EUR,I_TAX,KWH_LT1000,0.1265
2015-S1,MK,EUR,I_TAX,KWH_LT1000,0.084
2015-S2,MK,EUR,I_TAX,KWH_LT1000,0.0844
2016-S1,MK,EUR,I_TAX,KWH_LT1000,0.0829
2016-S2,MK,EUR,I_TAX,KWH_LT1000,0.0836
2017-S1,MK,EUR,I_TAX,KWH_LT1000,0.0829
2017-S2,MK,EUR,I_TAX,KWH_LT1000,0.0829
2018-S1,MK,EUR,I_TAX,KWH_LT1000,0.0802
2018-S2,MK,EUR,I_TAX,KWH_LT1000,0.0803
2019-S1,MK,EUR,I_TAX,KWH_LT1000,0.08
2019-S2,MK,EUR,I_TAX,KWH_LT1000,0.0802
2020-S1,MK,EUR,I_TAX,KWH_LT1000,0.0798
2020-S2,MK,EUR,I_TAX,KWH_LT1000,0.0843
2021-S1,MK,EUR,I_TAX,KWH_LT1000,0.0855
2021-S2,MK,EUR,I_TAX,KWH_LT1000,0.0853
2022-S1,MK,EUR,I_TAX,KWH_LT1000,0.095
2022-S2,MK,EUR,I_TAX,KWH_LT1000,0.1037
2023-S1,MK,EUR,I_TAX,KWH_LT1000,0.1056
2023-S2,MK,EUR,I_TAX,KWH_LT1000,0.1167
2024-S1,MK,EUR,I_TAX,KWH_LT1000,0.206
2018-S1,GE,EUR,I_TAX,KWH_LT1000,0.0593
2018-S2,GE,EUR,I_TAX,KWH_LT1000,0.057
2019-S1,GE,EUR,I_TAX,KWH_LT1000,0.0574
2019-S2,GE,EUR,I_TAX,KWH_LT1000,0.0465
2020-S1,GE,EUR,I_TAX,KWH_LT1000,0.0507
2020-S2,GE,EUR,I_TAX,KWH_LT1000,0.0421
2021-S1,GE,EUR,I_TAX,KWH_LT1000,0.0507
2021-S2,GE,EUR,I_TAX,KWH_LT1000,0.0523
2022-S2,GE,EUR,I_TAX,KWH_LT1000,0.0746
2023-S1,GE,EUR,I_TAX,KWH_LT1000,0.0766
2023-S2,GE,EUR,I_TAX,KWH_LT1000,0.0696
2024-S1,GE,EUR,I_TAX,KWH_LT1000,0.0526
2015-S1,AL,EUR,I_TAX,KWH_LT1000,0.0812
2015-S2,AL,EUR,I_TAX,KWH_LT1000,0.0819
2016-S1,AL,EUR,I_TAX,KWH_LT1000,0.0824
2016-S2,AL,EUR,I_TAX,KWH_LT1000,0.0835
2017-S1,AL,EUR,I_TAX,KWH_LT1000,0.0844
2017-S2,AL,EUR,I_TAX,KWH_LT1000,0.0856
2018-S2,AL,EUR,I_TAX,KWH_LT1000,0.091
2019-S1,AL,EUR,I_TAX,KWH_LT1000,0.092
2019-S2,AL,EUR,I_TAX,KWH_LT1000,0.0933
2020-S1,AL,EUR,I_TAX,KWH_LT1000,0.0922
2020-S2,AL,EUR,I_TAX,KWH_LT1000,0.092
2021-S1,AL,EUR,I_TAX,KWH_LT1000,0.0925
2021-S2,AL,EUR,I_TAX,KWH_LT1000,0.0937
2022-S1,AL,EUR,I_TAX,KWH_LT1000,0.0941
2022-S2,AL,EUR,I_TAX,KWH_LT1000,0.0976
2023-S1,AL,EUR,I_TAX,KWH_LT1000,0.101
2023-S2,AL,EUR,I_TAX,KWH_LT1000,0.1089
2024-S1,AL,EUR,I_TAX,KWH_LT1000,0.1114
2015-S1,RS,EUR,I_TAX,KWH_LT1000,0.146
2015-S2,RS,EUR,I_TAX,KWH_LT1000,0.2149
2016-S1,RS,EUR,I_TAX,KWH_LT1000,0.242
2016-S2,RS,EUR,I_TAX,KWH_LT1000,0.2166
2017-S1,RS,EUR,I_TAX,KWH_LT1000,0.2439
2017-S2,RS,EUR,I_TAX,KWH_LT1000,0.2312
2018-S1,RS,EUR,I_TAX,KWH_LT1000,0.2568
2018-S2,RS,EUR,I_TAX,KWH_LT1000,0.2332
2019-S1,RS,EUR,I_TAX,KWH_LT1000,0.2586
2019-S2,RS,EUR,I_TAX,KWH_LT1000,0.2315
2020-S1,RS,EUR,I_TAX,KWH_LT1000,0.2696
2020-S2,RS,EUR,I_TAX,KWH_LT1000,0.2467
2021-S1,RS,EUR,I_TAX,KWH_LT1000,0.2792
2021-S2,RS,EUR,I_TAX,KWH_LT1000,0.2764
2022-S1,RS,EUR,I_TAX,KWH_LT1000,0.3127
2022-S2,RS,EUR,I_TAX,KWH_LT1000,0.2841
2023-S1,RS,EUR,I_TAX,KWH_LT1000,0.3377
2023-S2,RS,EUR,I_TAX,KWH_LT1000,0.311
2024-S1,RS,EUR,I_TAX,KWH_LT1000,0.3276
2015-S1,TR,EUR,I_TAX,KWH_LT1000,0.1361
2015-S2,TR,EUR,I_TAX,KWH_LT1000,0.1226
2016-S1,TR,EUR,I_TAX,KWH_LT1000,0.1266
2016-S2,TR,EUR,I_TAX,KWH_LT1000,0.1206
2017-S1,TR,EUR,I_TAX,KWH_LT1000,0.1047
2017-S2,TR,EUR,I_TAX,KWH_LT1000,0.0958
2018-S1,TR,EUR,I_TAX,KWH_LT1000,0.0916
2018-S2,TR,EUR,I_TAX,KWH_LT1000,0.0859
2019-S1,TR,EUR,I_TAX,KWH_LT1000,0.0847
2019-S2,TR,EUR,I_TAX,KWH_LT1000,0.1045
2020-S1,TR,EUR,I_TAX,KWH_LT1000,0.0994
2020-S2,TR,EUR,I_TAX,KWH_LT1000,0.0826
2021-S1,TR,EUR,I_TAX,KWH_LT1000,0.0842
2021-S2,TR,EUR,I_TAX,KWH_LT1000,0.0795
2022-S1,TR,EUR,I_TAX,KWH_LT1000,0.0788
2022-S2,TR,EUR,I_TAX,KWH_LT1000,0.0874
2023-S1,TR,EUR,I_TAX,KWH_LT1000,0.0764
2023-S2,TR,EUR,I_TAX,KWH_LT1000,0.0516
2024-S1,TR,EUR,I_TAX,KWH_LT1000,0.0452
2016-S1,UA,EUR,I_TAX,KWH_LT1000,0.0249
2016-S2,UA,EUR,I_TAX,KWH_LT1000,0.032
2017-S1,UA,EUR,I_TAX,KWH_LT1000,0.0393
2017-S2,UA,EUR,I_TAX,KWH_LT1000,0.0383
2018-S1,UA,EUR,I_TAX,KWH_LT1000,0.0308
2018-S2,UA,EUR,I_TAX,KWH_LT1000,0.0338
2019-S1,UA,EUR,I_TAX,KWH_LT1000,0.0339
2019-S2,UA,EUR,I_TAX,KWH_LT1000,0.0387
2020-S1,UA,EUR,I_TAX,KWH_LT1000,0.0344
2020-S2,UA,EUR,I_TAX,KWH_LT1000,0.0291
2021-S1,UA,EUR,I_TAX,KWH_LT1000,0.0492
2015-S1,XK,EUR,I_TAX,KWH_LT1000,0.0914
2015-S2,XK,EUR,I_TAX,KWH_LT1000,0.1237
2016-S1,XK,EUR,I_TAX,KWH_LT1000,0.0872
2016-S2,XK,EUR,I_TAX,KWH_LT1000,0.1201
2017-S1,XK,EUR,I_TAX,KWH_LT1000,0.0941
2017-S2,XK,EUR,I_TAX,KWH_LT1000,0.0817
2018-S1,XK,EUR,I_TAX,KWH_LT1000,0.0927
2018-S2,XK,EUR,I_TAX,KWH_LT1000,0.0814
2019-S1,XK,EUR,I_TAX,KWH_LT1000,0.0789
2019-S2,XK,EUR,I_TAX,KWH_LT1000,0.0771
2020-S1,XK,EUR,I_TAX,KWH_LT1000,0.0811
2020-S2,XK,EUR,I_TAX,KWH_LT1000,0.0811
2021-S1,XK,EUR,I_TAX,KWH_LT1000,0.0816
2021-S2,XK,EUR,I_TAX,KWH_LT1000,0.078
2022-S1,XK,EUR,I_TAX,KWH_LT1000,0.0804
2022-S2,XK,EUR,I_TAX,KWH_LT1000,0.0782
2023-S1,XK,EUR,I_TAX,KWH_LT1000,0.0866
2023-S2,XK,EUR,I_TAX,KWH_LT1000,0.0904
2024-S1,XK,EUR,I_TAX,KWH_LT1000,0.124
2015-S1,BE,PPS,I_TAX,KWH_LT1000,0.238
2015-S2,BE,PPS,I_TAX,KWH_LT1000,0.2792
2016-S1,BE,PPS,I_TAX,KWH_LT1000,0.3778
2016-S2,BE,PPS,I_TAX,KWH_LT1000,0.4617
2017-S1,BE,PPS,I_TAX,KWH_LT1000,0.4416
2017-S2,BE,PPS,I_TAX,KWH_LT1000,0.4568
2018-S1,BE,PPS,I_TAX,KWH_LT1000,0.3811
2018-S2,BE,PPS,I_TAX,KWH_LT1000,0.3862
2019-S1,BE,PPS,I_TAX,KWH_LT1000,0.4203
2019-S2,BE,PPS,I_TAX,KWH_LT1000,0.4442
2020-S1,BE,PPS,I_TAX,KWH_LT1000,0.3938
2020-S2,BE,PPS,I_TAX,KWH_LT1000,0.4295
2021-S1,BE,PPS,I_TAX,KWH_LT1000,0.3896
2021-S2,BE,PPS,I_TAX,KWH_LT1000,0.3664
2022-S1,BE,PPS,I_TAX,KWH_LT1000,0.4332
2022-S2,BE,PPS,I_TAX,KWH_LT1000,0.5
2023-S1,BE,PPS,I_TAX,KWH_LT1000,0.4669
2023-S2,BE,PPS,I_TAX,KWH_LT1000,0.4657
2024-S1,BE,PPS,I_TAX,KWH_LT1000,0.3968
2015-S1,BG,PPS,I_TAX,KWH_LT1000,0.2055
2015-S2,BG,PPS,I_TAX,KWH_LT1000,0.2112
2016-S1,BG,PPS,I_TAX,KWH_LT1000,0.2122
2016-S2,BG,PPS,I_TAX,KWH_LT1000,0.2086
2017-S1,BG,PPS,I_TAX,KWH_LT1000,0.1939
2017-S2,BG,PPS,I_TAX,KWH_LT1000,0.1982
2018-S1,BG,PPS,I_TAX,KWH_LT1000,0.1944
2018-S2,BG,PPS,I_TAX,KWH_LT1000,0.1976
2019-S1,BG,PPS,I_TAX,KWH_LT1000,0.1908
2019-S2,BG,PPS,I_TAX,KWH_LT1000,0.1913
2020-S1,BG,PPS,I_TAX,KWH_LT1000,0.1919
2020-S2,BG,PPS,I_TAX,KWH_LT1000,0.1938
2021-S1,BG,PPS,I_TAX,KWH_LT1000,0.197
2021-S2,BG,PPS,I_TAX,KWH_LT1000,0.2028
2022-S1,BG,PPS,I_TAX,KWH_LT1000,0.2043
2022-S2,BG,PPS,I_TAX,KWH_LT1000,0.2093
2023-S1,BG,PPS,I_TAX,KWH_LT1000,0.1923
2023-S2,BG,PPS,I_TAX,KWH_LT1000,0.1991
2024-S1,BG,PPS,I_TAX,KWH_LT1000,0.1996
2015-S1,CZ,PPS,I_TAX,KWH_LT1000,0.41
2015-S2,CZ,PPS,I_TAX,KWH_LT1000,0.41
2016-S1,CZ,PPS,I_TAX,KWH_LT1000,0.4176
2016-S2,CZ,PPS,I_TAX,KWH_LT1000,0.4211
2017-S1,CZ,PPS,I_TAX,KWH_LT1000,0.3985
2017-S2,CZ,PPS,I_TAX,KWH_LT1000,0.3985
2018-S1,CZ,PPS,I_TAX,KWH_LT1000,0.4022
2018-S2,CZ,PPS,I_TAX,KWH_LT1000,0.417
2019-S1,CZ,PPS,I_TAX,KWH_LT1000,0.4413
2019-S2,CZ,PPS,I_TAX,KWH_LT1000,0.4424
2020-S1,CZ,PPS,I_TAX,KWH_LT1000,0.4461
2020-S2,CZ,PPS,I_TAX,KWH_LT1000,0.4518
2021-S1,CZ,PPS,I_TAX,KWH_LT1000,0.4356
2021-S2,CZ,PPS,I_TAX,KWH_LT1000,0.4339
2022-S1,CZ,PPS,I_TAX,KWH_LT1000,0.5297
2022-S2,CZ,PPS,I_TAX,KWH_LT1000,-0.0796
2023-S1,CZ,PPS,I_TAX,KWH_LT1000,0.6565
2023-S2,CZ,PPS,I_TAX,KWH_LT1000,0.6676
2024-S1,CZ,PPS,I_TAX,KWH_LT1000,0.7155
2015-S1,DK,PPS,I_TAX,KWH_LT1000,0.297
2015-S2,DK,PPS,I_TAX,KWH_LT1000,0.295
2016-S1,DK,PPS,I_TAX,KWH_LT1000,0.2864
2016-S2,DK,PPS,I_TAX,KWH_LT1000,0.2874
2017-S1,DK,PPS,I_TAX,KWH_LT1000,0.28
2017-S2,DK,PPS,I_TAX,KWH_LT1000,0.2765
2018-S1,DK,PPS,I_TAX,KWH_LT1000,0.2863
2018-S2,DK,PPS,I_TAX,KWH_LT1000,0.294
2019-S1,DK,PPS,I_TAX,KWH_LT1000,0.2759
2019-S2,DK,PPS,I_TAX,KWH_LT1000,0.2766
2020-S1,DK,PPS,I_TAX,KWH_LT1000,0.2699
2020-S2,DK,PPS,I_TAX,KWH_LT1000,0.2689
2021-S1,DK,PPS,I_TAX,KWH_LT1000,0.2693
2021-S2,DK,PPS,I_TAX,KWH_LT1000,0.3142
2022-S1,DK,PPS,I_TAX,KWH_LT1000,0.3973
2022-S2,DK,PPS,I_TAX,KWH_LT1000,0.4897
2023-S1,DK,PPS,I_TAX,KWH_LT1000,0.3505
2023-S2,DK,PPS,I_TAX,KWH_LT1000,0.323
2024-S1,DK,PPS,I_TAX,KWH_LT1000,0.3438
2015-S1,DE,PPS,I_TAX,KWH_LT1000,0.419
2015-S2,DE,PPS,I_TAX,KWH_LT1000,0.4179
2016-S1,DE,PPS,I_TAX,KWH_LT1000,0.4415
2016-S2,DE,PPS,I_TAX,KWH_LT1000,0.4359
2017-S1,DE,PPS,I_TAX,KWH_LT1000,0.4372
2017-S2,DE,PPS,I_TAX,KWH_LT1000,0.4363
2018-S1,DE,PPS,I_TAX,KWH_LT1000,0.4354
2018-S2,DE,PPS,I_TAX,KWH_LT1000,0.4379
2019-S1,DE,PPS,I_TAX,KWH_LT1000,0.4508
2019-S2,DE,PPS,I_TAX,KWH_LT1000,0.4133
2020-S1,DE,PPS,I_TAX,KWH_LT1000,0.4301
2020-S2,DE,PPS,I_TAX,KWH_LT1000,0.4
2021-S1,DE,PPS,I_TAX,KWH_LT1000,0.4169
2021-S2,DE,PPS,I_TAX,KWH_LT1000,0.4281
2022-S1,DE,PPS,I_TAX,KWH_LT1000,0.4316
2022-S2,DE,PPS,I_TAX,KWH_LT1000,0.465
2023-S1,DE,PPS,I_TAX,KWH_LT1000,0.5127
2023-S2,DE,PPS,I_TAX,KWH_LT1000,0.5165
2024-S1,DE,PPS,I_TAX,KWH_LT1000,0.516
2015-S1,EE,PPS,I_TAX,KWH_LT1000,0.1804
2015-S2,EE,PPS,I_TAX,KWH_LT1000,0.1823
2016-S1,EE,PPS,I_TAX,KWH_LT1000,0.1712
2016-S2,EE,PPS,I_TAX,KWH_LT1000,0.173
2017-S1,EE,PPS,I_TAX,KWH_LT1000,0.1588
2017-S2,EE,PPS,I_TAX,KWH_LT1000,0.1759
2018-S1,EE,PPS,I_TAX,KWH_LT1000,0.1929
2018-S2,EE,PPS,I_TAX,KWH_LT1000,0.1998
2019-S1,EE,PPS,I_TAX,KWH_LT1000,0.2023
2019-S2,EE,PPS,I_TAX,KWH_LT1000,0.201
2020-S1,EE,PPS,I_TAX,KWH_LT1000,0.1944
2020-S2,EE,PPS,I_TAX,KWH_LT1000,0.2003
2021-S1,EE,PPS,I_TAX,KWH_LT1000,0.2121
2021-S2,EE,PPS,I_TAX,KWH_LT1000,0.2578
2022-S1,EE,PPS,I_TAX,KWH_LT1000,0.2984
2022-S2,EE,PPS,I_TAX,KWH_LT1000,0.3594
2023-S1,EE,PPS,I_TAX,KWH_LT1000,0.3284
2023-S2,EE,PPS,I_TAX,KWH_LT1000,0.3392
2024-S1,EE,PPS,I_TAX,KWH_LT1000,0.3446
2015-S1,IE,PPS,I_TAX,KWH_LT1000,0.6263
2015-S2,IE,PPS,I_TAX,KWH_LT1000,0.4316
2016-S1,IE,PPS,I_TAX,KWH_LT1000,0.3795
2016-S2,IE,PPS,I_TAX,KWH_LT1000,0.4112
2017-S1,IE,PPS,I_TAX,KWH_LT1000,0.3588
2017-S2,IE,PPS,I_TAX,KWH_LT1000,0.361
2018-S1,IE,PPS,I_TAX,KWH_LT1000,0.3292
2018-S2,IE,PPS,I_TAX,KWH_LT1000,0.3329
2019-S1,IE,PPS,I_TAX,KWH_LT1000,0.3025
2019-S2,IE,PPS,I_TAX,KWH_LT1000,0.3427
2020-S1,IE,PPS,I_TAX,KWH_LT1000,0.2807
2020-S2,IE,PPS,I_TAX,KWH_LT1000,0.3317
2021-S1,IE,PPS,I_TAX,KWH_LT1000,0.3978
2021-S2,IE,PPS,I_TAX,KWH_LT1000,0.3515
2022-S1,IE,PPS,I_TAX,KWH_LT1000,0.1875
2022-S2,IE,PPS,I_TAX,KWH_LT1000,0.2552
2023-S1,IE,PPS,I_TAX,KWH_LT1000,0.1119
2023-S2,IE,PPS,I_TAX,KWH_LT1000,0.3244
2024-S1,IE,PPS,I_TAX,KWH_LT1000,0.248
2015-S1,EL,PPS,I_TAX,KWH_LT1000,0.3171
2015-S2,EL,PPS,I_TAX,KWH_LT1000,0.2754
2016-S1,EL,PPS,I_TAX,KWH_LT1000,0.3202
2016-S2,EL,PPS,I_TAX,KWH_LT1000,0.2477
2017-S1,EL,PPS,I_TAX,KWH_LT1000,0.2747
2017-S2,EL,PPS,I_TAX,KWH_LT1000,0.2472
2018-S1,EL,PPS,I_TAX,KWH_LT1000,0.2768
2018-S2,EL,PPS,I_TAX,KWH_LT1000,0.2522
2019-S1,EL,PPS,I_TAX,KWH_LT1000,0.2686
2019-S2,EL,PPS,I_TAX,KWH_LT1000,0.2403
2020-S1,EL,PPS,I_TAX,KWH_LT1000,0.2517
2020-S2,EL,PPS,I_TAX,KWH_LT1000,0.2549
2021-S1,EL,PPS,I_TAX,KWH_LT1000,0.2897
2021-S2,EL,PPS,I_TAX,KWH_LT1000,0.2901
2022-S1,EL,PPS,I_TAX,KWH_LT1000,0.3201
2022-S2,EL,PPS,I_TAX,KWH_LT1000,0.3952
2023-S1,EL,PPS,I_TAX,KWH_LT1000,0.4369
2023-S2,EL,PPS,I_TAX,KWH_LT1000,0.4612
2024-S1,EL,PPS,I_TAX,KWH_LT1000,0.5922
2015-S1,ES,PPS,I_TAX,KWH_LT1000,0.567
2015-S2,ES,PPS,I_TAX,KWH_LT1000,0.5914
2016-S1,ES,PPS,I_TAX,KWH_LT1000,0.5891
2016-S2,ES,PPS,I_TAX,KWH_LT1000,0.564
2017-S1,ES,PPS,I_TAX,KWH_LT1000,0.6243
2017-S2,ES,PPS,I_TAX,KWH_LT1000,0.62
2018-S1,ES,PPS,I_TAX,KWH_LT1000,0.6386
2018-S2,ES,PPS,I_TAX,KWH_LT1000,0.612
2019-S1,ES,PPS,I_TAX,KWH_LT1000,0.7049
2019-S2,ES,PPS,I_TAX,KWH_LT1000,0.6015
2020-S1,ES,PPS,I_TAX,KWH_LT1000,0.7134
2020-S2,ES,PPS,I_TAX,KWH_LT1000,0.6618
2021-S1,ES,PPS,I_TAX,KWH_LT1000,0.6271
2021-S2,ES,PPS,I_TAX,KWH_LT1000,0.5532
2022-S1,ES,PPS,I_TAX,KWH_LT1000,0.6338
2022-S2,ES,PPS,I_TAX,KWH_LT1000,0.5952
2023-S1,ES,PPS,I_TAX,KWH_LT1000,0.5364
2023-S2,ES,PPS,I_TAX,KWH_LT1000,0.4636
2024-S1,ES,PPS,I_TAX,KWH_LT1000,0.5627
2015-S1,FR,PPS,I_TAX,KWH_LT1000,0.2679
2015-S2,FR,PPS,I_TAX,KWH_LT1000,0.266
2016-S1,FR,PPS,I_TAX,KWH_LT1000,0.261
2016-S2,FR,PPS,I_TAX,KWH_LT1000,0.2749
2017-S1,FR,PPS,I_TAX,KWH_LT1000,0.2856
2017-S2,FR,PPS,I_TAX,KWH_LT1000,0.2682
2018-S1,FR,PPS,I_TAX,KWH_LT1000,0.3112
2018-S2,FR,PPS,I_TAX,KWH_LT1000,0.381
2019-S1,FR,PPS,I_TAX,KWH_LT1000,0.3193
2019-S2,FR,PPS,I_TAX,KWH_LT1000,0.3486
2020-S1,FR,PPS,I_TAX,KWH_LT1000,0.3731
2020-S2,FR,PPS,I_TAX,KWH_LT1000,0.4038
2021-S1,FR,PPS,I_TAX,KWH_LT1000,0.3619
2021-S2,FR,PPS,I_TAX,KWH_LT1000,0.3898
2022-S1,FR,PPS,I_TAX,KWH_LT1000,0.4002
2022-S2,FR,PPS,I_TAX,KWH_LT1000,0.393
2023-S1,FR,PPS,I_TAX,KWH_LT1000,0.401
2023-S2,FR,PPS,I_TAX,KWH_LT1000,0.4711
2024-S1,FR,PPS,I_TAX,KWH_LT1000,0.4451
2015-S1,HR,PPS,I_TAX,KWH_LT1000,0.3399
2015-S2,HR,PPS,I_TAX,KWH_LT1000,0.3231
2016-S1,HR,PPS,I_TAX,KWH_LT1000,0.3611
2016-S2,HR,PPS,I_TAX,KWH_LT1000,0.3313
2017-S1,HR,PPS,I_TAX,KWH_LT1000,0.3131
2017-S2,HR,PPS,I_TAX,KWH_LT1000,0.3037
2018-S1,HR,PPS,I_TAX,KWH_LT1000,0.3315
2018-S2,HR,PPS,I_TAX,KWH_LT1000,0.3197
2019-S1,HR,PPS,I_TAX,KWH_LT1000,0.3324
2019-S2,HR,PPS,I_TAX,KWH_LT1000,0.3098
2020-S1,HR,PPS,I_TAX,KWH_LT1000,0.3228
2020-S2,HR,PPS,I_TAX,KWH_LT1000,0.3332
2021-S1,HR,PPS,I_TAX,KWH_LT1000,0.3144
2021-S2,HR,PPS,I_TAX,KWH_LT1000,0.304
2022-S1,HR,PPS,I_TAX,KWH_LT1000,0.3611
2022-S2,HR,PPS,I_TAX,KWH_LT1000,0.3548
2023-S1,HR,PPS,I_TAX,KWH_LT1000,0.3698
2023-S2,HR,PPS,I_TAX,KWH_LT1000,0.3478
2024-S1,HR,PPS,I_TAX,KWH_LT1000,0.3399
2015-S1,IT,PPS,I_TAX,KWH_LT1000,0.2946
2015-S2,IT,PPS,I_TAX,KWH_LT1000,0.2907
2016-S1,IT,PPS,I_TAX,KWH_LT1000,0.3194
2016-S2,IT,PPS,I_TAX,KWH_LT1000,0.3185
2017-S1,IT,PPS,I_TAX,KWH_LT1000,0.348
2017-S2,IT,PPS,I_TAX,KWH_LT1000,0.3079
2018-S1,IT,PPS,I_TAX,KWH_LT1000,0.3054
2018-S2,IT,PPS,I_TAX,KWH_LT1000,0.3263
2019-S1,IT,PPS,I_TAX,KWH_LT1000,0.5587
2019-S2,IT,PPS,I_TAX,KWH_LT1000,0.4698
2020-S1,IT,PPS,I_TAX,KWH_LT1000,0.5491
2020-S2,IT,PPS,I_TAX,KWH_LT1000,0.4668
2021-S1,IT,PPS,I_TAX,KWH_LT1000,0.5673
2021-S2,IT,PPS,I_TAX,KWH_LT1000,0.4501
2022-S1,IT,PPS,I_TAX,KWH_LT1000,0.5641
2022-S2,IT,PPS,I_TAX,KWH_LT1000,0.5914
