TIME,GEO,COFOG99,UNIT,VALUE
2003,PL,GF0702,PC_GDP,1.4
2004,PL,GF0702,PC_GDP,1.4
2005,PL,GF0702,PC_GDP,1.5
2006,PL,GF0702,PC_GDP,1.5
2007,PL,GF0702,PC_GDP,1.5
2008,PL,GF0702,PC_GDP,1.6
2009,PL,GF0702,PC_GDP,1.6
2010,PL,GF0702,PC_GDP,1.6
2011,PL,GF0702,PC_GDP,1.5
2012,PL,GF0702,PC_GDP,1.5
2013,PL,GF0702,PC_GDP,1.5
2014,PL,GF0702,PC_GDP,1.5
2015,PL,GF0702,PC_GDP,1.5
2016,PL,GF0702,PC_GDP,1.5
2017,PL,GF0702,PC_GDP,1.5
2018,PL,GF0702,PC_GDP,1.4
2019,PL,GF0702,PC_GDP,1.4
2020,PL,GF0702,PC_GDP,1.5
2021,PL,GF0702,PC_GDP,1.7
2022,PL,GF0702,PC_GDP,1.6
2000,PT,GF0702,PC_GDP,1.8
2001,PT,GF0702,PC_GDP,1.6
2002,PT,GF0702,PC_GDP,1.9
2003,PT,GF0702,PC_GDP,1.5
2004,PT,GF0702,PC_GDP,1.7
2005,PT,GF0702,PC_GDP,1.6
2006,PT,GF0702,PC_GDP,2.4
2007,PT,GF0702,PC_GDP,2.5
2008,PT,GF0702,PC_GDP,2.5
2009,PT,GF0702,PC_GDP,2.9
2010,PT,GF0702,PC_GDP,2.6
2011,PT,GF0702,PC_GDP,2
2012,PT,GF0702,PC_GDP,2
2013,PT,GF0702,PC_GDP,1.9
2014,PT,GF0702,PC_GDP,1.8
2015,PT,GF0702,PC_GDP,2
2016,PT,GF0702,PC_GDP,1.9
2017,PT,GF0702,PC_GDP,2
2018,PT,GF0702,PC_GDP,2
2019,PT,GF0702,PC_GDP,1.9
2020,PT,GF0702,PC_GDP,1.9
2021,PT,GF0702,PC_GDP,2
2022,PT,GF0702,PC_GDP,1.9
2001,RO,GF0702,PC_GDP,0.2
2002,RO,GF0702,PC_GDP,0.2
2003,RO,GF0702,PC_GDP,0.1
2004,RO,GF0702,PC_GDP,0.1
2005,RO,GF0702,PC_GDP,0.1
2006,RO,GF0702,PC_GDP,0.1
2007,RO,GF0702,PC_GDP,0.1
2008,RO,GF0702,PC_GDP,0.2
2009,RO,GF0702,PC_GDP,0.2
2010,RO,GF0702,PC_GDP,0.1
2011,RO,GF0702,PC_GDP,0.1
2012,RO,GF0702,PC_GDP,0.1
2013,RO,GF0702,PC_GDP,0.1
2014,RO,GF0702,PC_GDP,0.1
2015,RO,GF0702,PC_GDP,0.1
2016,RO,GF0702,PC_GDP,0.1
2017,RO,GF0702,PC_GDP,0.1
2018,RO,GF0702,PC_GDP,0.1
2019,RO,GF0702,PC_GDP,0.1
2020,RO,GF0702,PC_GDP,0.1
2021,RO,GF0702,PC_GDP,0.1
2022,RO,GF0702,PC_GDP,0.2
2000,SI,GF0702,PC_GDP,1.9
2001,SI,GF0702,PC_GDP,1.9
2002,SI,GF0702,PC_GDP,1.8
2003,SI,GF0702,PC_GDP,1.8
2004,SI,GF0702,PC_GDP,1.7
2005,SI,GF0702,PC_GDP,1.7
2006,SI,GF0702,PC_GDP,1.7
2007,SI,GF0702,PC_GDP,1.7
2008,SI,GF0702,PC_GDP,1.7
2009,SI,GF0702,PC_GDP,1.9
2010,SI,GF0702,PC_GDP,1.9
2011,SI,GF0702,PC_GDP,1.9
2012,SI,GF0702,PC_GDP,1.9
2013,SI,GF0702,PC_GDP,1.9
2014,SI,GF0702,PC_GDP,1.8
2015,SI,GF0702,PC_GDP,1.8
2016,SI,GF0702,PC_GDP,1.9
2017,SI,GF0702,PC_GDP,1.9
2018,SI,GF0702,PC_GDP,1.9
2019,SI,GF0702,PC_GDP,2
2020,SI,GF0702,PC_GDP,2.2
2021,SI,GF0702,PC_GDP,2.3
2022,SI,GF0702,PC_GDP,2.2
2001,SK,GF0702,PC_GDP,1.1
2002,SK,GF0702,PC_GDP,1.2
2003,SK,GF0702,PC_GDP,1.3
2004,SK,GF0702,PC_GDP,1.3
2005,SK,GF0702,PC_GDP,1.7
2006,SK,GF0702,PC_GDP,1.8
2007,SK,GF0702,PC_GDP,1.7
2008,SK,GF0702,PC_GDP,1.9
2009,SK,GF0702,PC_GDP,1.9
2010,SK,GF0702,PC_GDP,2
2011,SK,GF0702,PC_GDP,1.9
2012,SK,GF0702,PC_GDP,1.9
2013,SK,GF0702,PC_GDP,2
2014,SK,GF0702,PC_GDP,2.2
2015,SK,GF0702,PC_GDP,2.3
2016,SK,GF0702,PC_GDP,2.3
2017,SK,GF0702,PC_GDP,1.4
2018,SK,GF0702,PC_GDP,1.4
2019,SK,GF0702,PC_GDP,1.5
2020,SK,GF0702,PC_GDP,1.5
2021,SK,GF0702,PC_GDP,1.5
2022,SK,GF0702,PC_GDP,1.5
2001,FI,GF0702,PC_GDP,2.4
2002,FI,GF0702,PC_GDP,2.5
2003,FI,GF0702,PC_GDP,2.6
2004,FI,GF0702,PC_GDP,2.6
2005,FI,GF0702,PC_GDP,2.7
2006,FI,GF0702,PC_GDP,2.7
2007,FI,GF0702,PC_GDP,2.7
2008,FI,GF0702,PC_GDP,2.9
2009,FI,GF0702,PC_GDP,3.2
2010,FI,GF0702,PC_GDP,3.2
2011,FI,GF0702,PC_GDP,3.3
2012,FI,GF0702,PC_GDP,3.5
2013,FI,GF0702,PC_GDP,3.5
2014,FI,GF0702,PC_GDP,3.6
2015,FI,GF0702,PC_GDP,3.3
2016,FI,GF0702,PC_GDP,3.2
2017,FI,GF0702,PC_GDP,3.1
2018,FI,GF0702,PC_GDP,3.2
2019,FI,GF0702,PC_GDP,3.2
2020,FI,GF0702,PC_GDP,3.4
2021,FI,GF0702,PC_GDP,3.4
2022,FI,GF0702,PC_GDP,3.3
2001,SE,GF0702,PC_GDP,2.6
2002,SE,GF0702,PC_GDP,2.7
2003,SE,GF0702,PC_GDP,2.8
2004,SE,GF0702,PC_GDP,2.7
2005,SE,GF0702,PC_GDP,2.8
2006,SE,GF0702,PC_GDP,2.7
2007,SE,GF0702,PC_GDP,2.8
2008,SE,GF0702,PC_GDP,2.9
2009,SE,GF0702,PC_GDP,3.1
2010,SE,GF0702,PC_GDP,3
2011,SE,GF0702,PC_GDP,3
2012,SE,GF0702,PC_GDP,3.1
2013,SE,GF0702,PC_GDP,3.1
2014,SE,GF0702,PC_GDP,3.1
2015,SE,GF0702,PC_GDP,3
2016,SE,GF0702,PC_GDP,3.1
2017,SE,GF0702,PC_GDP,3.1
2018,SE,GF0702,PC_GDP,3.2
2019,SE,GF0702,PC_GDP,3.2
2020,SE,GF0702,PC_GDP,3.4
2021,SE,GF0702,PC_GDP,3.3
2022,SE,GF0702,PC_GDP,3.2
2000,IS,GF0702,PC_GDP,1.4
2001,IS,GF0702,PC_GDP,1.4
2002,IS,GF0702,PC_GDP,1.5
2003,IS,GF0702,PC_GDP,1.6
2004,IS,GF0702,PC_GDP,1.6
2005,IS,GF0702,PC_GDP,1.5
2006,IS,GF0702,PC_GDP,1.5
2007,IS,GF0702,PC_GDP,1.5
2008,IS,GF0702,PC_GDP,1.5
2009,IS,GF0702,PC_GDP,1.5
2010,IS,GF0702,PC_GDP,1.5
2011,IS,GF0702,PC_GDP,1.5
2012,IS,GF0702,PC_GDP,1.5
2013,IS,GF0702,PC_GDP,1.5
2014,IS,GF0702,PC_GDP,1.6
2015,IS,GF0702,PC_GDP,1.6
2016,IS,GF0702,PC_GDP,1.7
2017,IS,GF0702,PC_GDP,1.8
2018,IS,GF0702,PC_GDP,1.8
2019,IS,GF0702,PC_GDP,1.8
2020,IS,GF0702,PC_GDP,2
2021,IS,GF0702,PC_GDP,2.1
2022,IS,GF0702,PC_GDP,1.9
2000,NO,GF0702,PC_GDP,1.8
2001,NO,GF0702,PC_GDP,1
2002,NO,GF0702,PC_GDP,1
2003,NO,GF0702,PC_GDP,1.5
2004,NO,GF0702,PC_GDP,1.5
2005,NO,GF0702,PC_GDP,1.5
2006,NO,GF0702,PC_GDP,1.5
2007,NO,GF0702,PC_GDP,1.4
2008,NO,GF0702,PC_GDP,1.4
2009,NO,GF0702,PC_GDP,1.6
2010,NO,GF0702,PC_GDP,1.7
2011,NO,GF0702,PC_GDP,1.6
2012,NO,GF0702,PC_GDP,1.7
2013,NO,GF0702,PC_GDP,1.7
2014,NO,GF0702,PC_GDP,1.8
2015,NO,GF0702,PC_GDP,1.9
2016,NO,GF0702,PC_GDP,2
2017,NO,GF0702,PC_GDP,2
2018,NO,GF0702,PC_GDP,1.9
2019,NO,GF0702,PC_GDP,2
2020,NO,GF0702,PC_GDP,2.2
2021,NO,GF0702,PC_GDP,2
2022,NO,GF0702,PC_GDP,1.6
2000,CH,GF0702,PC_GDP,0.1
2001,CH,GF0702,PC_GDP,0.1
2002,CH,GF0702,PC_GDP,0.1
2003,CH,GF0702,PC_GDP,0.1
2004,CH,GF0702,PC_GDP,0.1
2005,CH,GF0702,PC_GDP,0.1
2006,CH,GF0702,PC_GDP,0.1
2007,CH,GF0702,PC_GDP,0.1
2008,CH,GF0702,PC_GDP,0.1
2009,CH,GF0702,PC_GDP,0.1
2010,CH,GF0702,PC_GDP,0.1
2011,CH,GF0702,PC_GDP,0.1
2012,CH,GF0702,PC_GDP,0.2
2013,CH,GF0702,PC_GDP,0.2
2014,CH,GF0702,PC_GDP,0.2
2015,CH,GF0702,PC_GDP,0.2
2016,CH,GF0702,PC_GDP,0.2
2017,CH,GF0702,PC_GDP,0.2
2018,CH,GF0702,PC_GDP,0.2
2019,CH,GF0702,PC_GDP,0.2
2020,CH,GF0702,PC_GDP,0.2
2021,CH,GF0702,PC_GDP,0.2
2022,CH,GF0702,PC_GDP,0.2
2001,BE,GF0703,PC_GDP,3.4
2002,BE,GF0703,PC_GDP,3.4
2003,BE,GF0703,PC_GDP,3.7
2004,BE,GF0703,PC_GDP,3.5
2005,BE,GF0703,PC_GDP,3.4
2006,BE,GF0703,PC_GDP,3.4
2007,BE,GF0703,PC_GDP,3.4
2008,BE,GF0703,PC_GDP,3.6
2009,BE,GF0703,PC_GDP,3.8
2010,BE,GF0703,PC_GDP,3.8
2011,BE,GF0703,PC_GDP,3.8
2012,BE,GF0703,PC_GDP,3.9
2013,BE,GF0703,PC_GDP,4
2014,BE,GF0703,PC_GDP,4
2015,BE,GF0703,PC_GDP,3.8
2016,BE,GF0703,PC_GDP,3.6
2017,BE,GF0703,PC_GDP,3.6
2018,BE,GF0703,PC_GDP,3.7
2019,BE,GF0703,PC_GDP,3.6
2020,BE,GF0703,PC_GDP,4.5
2021,BE,GF0703,PC_GDP,4.1
2022,BE,GF0703,PC_GDP,3.9
2000,BG,GF0703,PC_GDP,1.2
2001,BG,GF0703,PC_GDP,0.8
2002,BG,GF0703,PC_GDP,2.7
2003,BG,GF0703,PC_GDP,3.1
2004,BG,GF0703,PC_GDP,3.9
2005,BG,GF0703,PC_GDP,2.8
2006,BG,GF0703,PC_GDP,2.2
2007,BG,GF0703,PC_GDP,2.1
2008,BG,GF0703,PC_GDP,2.1
2009,BG,GF0703,PC_GDP,2.4
2010,BG,GF0703,PC_GDP,2.7
2011,BG,GF0703,PC_GDP,2
2012,BG,GF0703,PC_GDP,2.6
2013,BG,GF0703,PC_GDP,2.6
2014,BG,GF0703,PC_GDP,3.9
2015,BG,GF0703,PC_GDP,3.9
2016,BG,GF0703,PC_GDP,3.5
2017,BG,GF0703,PC_GDP,3.2
2018,BG,GF0703,PC_GDP,3.5
2019,BG,GF0703,PC_GDP,3.1
2020,BG,GF0703,PC_GDP,3.8
2021,BG,GF0703,PC_GDP,3.8
2022,BG,GF0703,PC_GDP,3.5
2000,CZ,GF0703,PC_GDP,2.8
2001,CZ,GF0703,PC_GDP,3
2002,CZ,GF0703,PC_GDP,3.1
2003,CZ,GF0703,PC_GDP,3
2004,CZ,GF0703,PC_GDP,3
2005,CZ,GF0703,PC_GDP,2.8
2006,CZ,GF0703,PC_GDP,3
2007,CZ,GF0703,PC_GDP,2.9
2008,CZ,GF0703,PC_GDP,3
2009,CZ,GF0703,PC_GDP,3.4
2010,CZ,GF0703,PC_GDP,3.4
2011,CZ,GF0703,PC_GDP,3.3
2012,CZ,GF0703,PC_GDP,3.3
2013,CZ,GF0703,PC_GDP,3.3
2014,CZ,GF0703,PC_GDP,3.2
2015,CZ,GF0703,PC_GDP,3.4
2016,CZ,GF0703,PC_GDP,3.3
2017,CZ,GF0703,PC_GDP,3.4
2018,CZ,GF0703,PC_GDP,3.5
2019,CZ,GF0703,PC_GDP,3.5
2020,CZ,GF0703,PC_GDP,4.4
2021,CZ,GF0703,PC_GDP,4.5
2022,CZ,GF0703,PC_GDP,4.1
2000,DK,GF0703,PC_GDP,4.7
2001,DK,GF0703,PC_GDP,4.9
2002,DK,GF0703,PC_GDP,5
2003,DK,GF0703,PC_GDP,5.1
2004,DK,GF0703,PC_GDP,5.2
2005,DK,GF0703,PC_GDP,5.2
2006,DK,GF0703,PC_GDP,5.3
2007,DK,GF0703,PC_GDP,5.3
2008,DK,GF0703,PC_GDP,5.5
2009,DK,GF0703,PC_GDP,6.3
2010,DK,GF0703,PC_GDP,6
2011,DK,GF0703,PC_GDP,6
2012,DK,GF0703,PC_GDP,6.1
2013,DK,GF0703,PC_GDP,6.1
2014,DK,GF0703,PC_GDP,6.1
2015,DK,GF0703,PC_GDP,6.1
2016,DK,GF0703,PC_GDP,6
2017,DK,GF0703,PC_GDP,5.9
2018,DK,GF0703,PC_GDP,5.9
2019,DK,GF0703,PC_GDP,5.8
2020,DK,GF0703,PC_GDP,6.3
2021,DK,GF0703,PC_GDP,6.3
2022,DK,GF0703,PC_GDP,5.6
2000,DE,GF0703,PC_GDP,2.6
2001,DE,GF0703,PC_GDP,2.6
2002,DE,GF0703,PC_GDP,2.6
2003,DE,GF0703,PC_GDP,2.6
2004,DE,GF0703,PC_GDP,2.6
2005,DE,GF0703,PC_GDP,2.6
2006,DE,GF0703,PC_GDP,2.6
2007,DE,GF0703,PC_GDP,2.5
2008,DE,GF0703,PC_GDP,2.5
2009,DE,GF0703,PC_GDP,2.8
2010,DE,GF0703,PC_GDP,2.8
2011,DE,GF0703,PC_GDP,2.7
2012,DE,GF0703,PC_GDP,2.7
2013,DE,GF0703,PC_GDP,2.8
2014,DE,GF0703,PC_GDP,2.8
2015,DE,GF0703,PC_GDP,2.8
2016,DE,GF0703,PC_GDP,2.8
2017,DE,GF0703,PC_GDP,2.7
2018,DE,GF0703,PC_GDP,2.7
2019,DE,GF0703,PC_GDP,2.8
2020,DE,GF0703,PC_GDP,3
2021,DE,GF0703,PC_GDP,2.9
2022,DE,GF0703,PC_GDP,2.8
2000,EE,GF0703,PC_GDP,3.3
2001,EE,GF0703,PC_GDP,3
2002,EE,GF0703,PC_GDP,3.1
2003,EE,GF0703,PC_GDP,3.1
2004,EE,GF0703,PC_GDP,3
2005,EE,GF0703,PC_GDP,3
2006,EE,GF0703,PC_GDP,3.2
2007,EE,GF0703,PC_GDP,3.2
2008,EE,GF0703,PC_GDP,3.9
2009,EE,GF0703,PC_GDP,4.4
2010,EE,GF0703,PC_GDP,4.1
2011,EE,GF0703,PC_GDP,3.9
2012,EE,GF0703,PC_GDP,3.9
2013,EE,GF0703,PC_GDP,3.9
2014,EE,GF0703,PC_GDP,3.9
2015,EE,GF0703,PC_GDP,4.1
2016,EE,GF0703,PC_GDP,3.8
2017,EE,GF0703,PC_GDP,3.8
2018,EE,GF0703,PC_GDP,3.9
2019,EE,GF0703,PC_GDP,4
2020,EE,GF0703,PC_GDP,4.6
2021,EE,GF0703,PC_GDP,4.7
2022,EE,GF0703,PC_GDP,4.3
2000,IE,GF0703,PC_GDP,2
2001,IE,GF0703,PC_GDP,2.2
2002,IE,GF0703,PC_GDP,2.4
2003,IE,GF0703,PC_GDP,2.5
2004,IE,GF0703,PC_GDP,2.5
2005,IE,GF0703,PC_GDP,2.3
2006,IE,GF0703,PC_GDP,2.2
2007,IE,GF0703,PC_GDP,2.2
2008,IE,GF0703,PC_GDP,2.2
2009,IE,GF0703,PC_GDP,2.3
2010,IE,GF0703,PC_GDP,1.9
2011,IE,GF0703,PC_GDP,3.1
2012,IE,GF0703,PC_GDP,2.9
2013,IE,GF0703,PC_GDP,2.8
2014,IE,GF0703,PC_GDP,2.6
2015,IE,GF0703,PC_GDP,2
2016,IE,GF0703,PC_GDP,2
2017,IE,GF0703,PC_GDP,1.9
2018,IE,GF0703,PC_GDP,1.8
2019,IE,GF0703,PC_GDP,1.8
2020,IE,GF0703,PC_GDP,2.1
2021,IE,GF0703,PC_GDP,2.1
2022,IE,GF0703,PC_GDP,1.9
2001,EL,GF0703,PC_GDP,4.2
2002,EL,GF0703,PC_GDP,4
2003,EL,GF0703,PC_GDP,3.6
2004,EL,GF0703,PC_GDP,3.3
2005,EL,GF0703,PC_GDP,3.8
2006,EL,GF0703,PC_GDP,3.8
2007,EL,GF0703,PC_GDP,3.8
2008,EL,GF0703,PC_GDP,4
2009,EL,GF0703,PC_GDP,4.2
2010,EL,GF0703,PC_GDP,4.3
2011,EL,GF0703,PC_GDP,3.8
2012,EL,GF0703,PC_GDP,3.7
2013,EL,GF0703,PC_GDP,3.4
2014,EL,GF0703,PC_GDP,2.8
2015,EL,GF0703,PC_GDP,3
2016,EL,GF0703,PC_GDP,3.2
2017,EL,GF0703,PC_GDP,3.2
2018,EL,GF0703,PC_GDP,3.4
2019,EL,GF0703,PC_GDP,3.5
2020,EL,GF0703,PC_GDP,4
2021,EL,GF0703,PC_GDP,3.9
2022,EL,GF0703,PC_GDP,3.5
2000,ES,GF0703,PC_GDP,0
2001,ES,GF0703,PC_GDP,1.8
2002,ES,GF0703,PC_GDP,1.8
2003,ES,GF0703,PC_GDP,1.9
2004,ES,GF0703,PC_GDP,2
2005,ES,GF0703,PC_GDP,2.1
2006,ES,GF0703,PC_GDP,2.2
2007,ES,GF0703,PC_GDP,2.2
2008,ES,GF0703,PC_GDP,2.3
2009,ES,GF0703,PC_GDP,2.6
2010,ES,GF0703,PC_GDP,2.6
2011,ES,GF0703,PC_GDP,2.5
2012,ES,GF0703,PC_GDP,2.4
2013,ES,GF0703,PC_GDP,2.4
2014,ES,GF0703,PC_GDP,2.5
2015,ES,GF0703,PC_GDP,2.5
2016,ES,GF0703,PC_GDP,2.5
2017,ES,GF0703,PC_GDP,2.4
2018,ES,GF0703,PC_GDP,2.5
2019,ES,GF0703,PC_GDP,2.5
2020,ES,GF0703,PC_GDP,3.3
2021,ES,GF0703,PC_GDP,3
2022,ES,GF0703,PC_GDP,2.9
2000,FR,GF0703,PC_GDP,3.2
2001,FR,GF0703,PC_GDP,3.2
2002,FR,GF0703,PC_GDP,3.3
2003,FR,GF0703,PC_GDP,3.3
2004,FR,GF0703,PC_GDP,3.3
2005,FR,GF0703,PC_GDP,3.4
2006,FR,GF0703,PC_GDP,3.3
2007,FR,GF0703,PC_GDP,3.2
2008,FR,GF0703,PC_GDP,3.2
2009,FR,GF0703,PC_GDP,3.4
2010,FR,GF0703,PC_GDP,3.4
2011,FR,GF0703,PC_GDP,3.4
2012,FR,GF0703,PC_GDP,3.5
2013,FR,GF0703,PC_GDP,3.5
2014,FR,GF0703,PC_GDP,3.6
2015,FR,GF0703,PC_GDP,3.5
2016,FR,GF0703,PC_GDP,3.5
2017,FR,GF0703,PC_GDP,3.4
2018,FR,GF0703,PC_GDP,3.4
2019,FR,GF0703,PC_GDP,3.4
2020,FR,GF0703,PC_GDP,3.7
2021,FR,GF0703,PC_GDP,3.7
2022,FR,GF0703,PC_GDP,3.7
2000,HR,GF0703,PC_GDP,3.8
2001,HR,GF0703,PC_GDP,3.4
2002,HR,GF0703,PC_GDP,3.1
2003,HR,GF0703,PC_GDP,3.1
2004,HR,GF0703,PC_GDP,3.3
2005,HR,GF0703,PC_GDP,3.2
2006,HR,GF0703,PC_GDP,3.3
2007,HR,GF0703,PC_GDP,3.3
2008,HR,GF0703,PC_GDP,3.1
2009,HR,GF0703,PC_GDP,3.3
2010,HR,GF0703,PC_GDP,3.5
2011,HR,GF0703,PC_GDP,3.3
2012,HR,GF0703,PC_GDP,3.4
2013,HR,GF0703,PC_GDP,3.2
2014,HR,GF0703,PC_GDP,3.4
2015,HR,GF0703,PC_GDP,3.5
2016,HR,GF0703,PC_GDP,3.4
2017,HR,GF0703,PC_GDP,3.6
2018,HR,GF0703,PC_GDP,3.8
2019,HR,GF0703,PC_GDP,4
2020,HR,GF0703,PC_GDP,4.9
2021,HR,GF0703,PC_GDP,4.7
2022,HR,GF0703,PC_GDP,4.3
2001,IT,GF0703,PC_GDP,2.7
2002,IT,GF0703,PC_GDP,2.7
2003,IT,GF0703,PC_GDP,2.8
2004,IT,GF0703,PC_GDP,2.9
2005,IT,GF0703,PC_GDP,3
2006,IT,GF0703,PC_GDP,3.1
2007,IT,GF0703,PC_GDP,3
2008,IT,GF0703,PC_GDP,3.2
2009,IT,GF0703,PC_GDP,3.3
2010,IT,GF0703,PC_GDP,3.3
2011,IT,GF0703,PC_GDP,3.2
2012,IT,GF0703,PC_GDP,3.2
2013,IT,GF0703,PC_GDP,3.1
2014,IT,GF0703,PC_GDP,3
2015,IT,GF0703,PC_GDP,3
2016,IT,GF0703,PC_GDP,2.9
2017,IT,GF0703,PC_GDP,2.8
2018,IT,GF0703,PC_GDP,2.8
2019,IT,GF0703,PC_GDP,2.8
2020,IT,GF0703,PC_GDP,3.2
2021,IT,GF0703,PC_GDP,3
2022,IT,GF0703,PC_GDP,2.9
2000,CY,GF0703,PC_GDP,1.9
2001,CY,GF0703,PC_GDP,2
2002,CY,GF0703,PC_GDP,2.1
2003,CY,GF0703,PC_GDP,2.3
2004,CY,GF0703,PC_GDP,2.2
2005,CY,GF0703,PC_GDP,2.1
2006,CY,GF0703,PC_GDP,2.1
2007,CY,GF0703,PC_GDP,1.9
2008,CY,GF0703,PC_GDP,2
2009,CY,GF0703,PC_GDP,2.2
2010,CY,GF0703,PC_GDP,2.2
2011,CY,GF0703,PC_GDP,2.2
2012,CY,GF0703,PC_GDP,2.2
2013,CY,GF0703,PC_GDP,2.2
2014,CY,GF0703,PC_GDP,1.9
2015,CY,GF0703,PC_GDP,1.8
2016,CY,GF0703,PC_GDP,1.8
2017,CY,GF0703,PC_GDP,1.8
2018,CY,GF0703,PC_GDP,1.9
2019,CY,GF0703,PC_GDP,2
2020,CY,GF0703,PC_GDP,3.1
2021,CY,GF0703,PC_GDP,3.5
2022,CY,GF0703,PC_GDP,3.5
2001,LV,GF0703,PC_GDP,2.4
2002,LV,GF0703,PC_GDP,2.6
2003,LV,GF0703,PC_GDP,2.4
2004,LV,GF0703,PC_GDP,2.2
2005,LV,GF0703,PC_GDP,2.3
2006,LV,GF0703,PC_GDP,2.5
2007,LV,GF0703,PC_GDP,2.4
2008,LV,GF0703,PC_GDP,2.6
2009,LV,GF0703,PC_GDP,2.8
2010,LV,GF0703,PC_GDP,2.4
2011,LV,GF0703,PC_GDP,2.3
2012,LV,GF0703,PC_GDP,2.1
2013,LV,GF0703,PC_GDP,2
2014,LV,GF0703,PC_GDP,2.1
2015,LV,GF0703,PC_GDP,2.1
2016,LV,GF0703,PC_GDP,2
2017,LV,GF0703,PC_GDP,1.9
2018,LV,GF0703,PC_GDP,2.2
2019,LV,GF0703,PC_GDP,2.4
2020,LV,GF0703,PC_GDP,2.6
2021,LV,GF0703,PC_GDP,3.1
2022,LV,GF0703,PC_GDP,2.9
2000,LT,GF0703,PC_GDP,1.8
2001,LT,GF0703,PC_GDP,2.2
2002,LT,GF0703,PC_GDP,1.9
2003,LT,GF0703,PC_GDP,1.9
2004,LT,GF0703,PC_GDP,1.9
2005,LT,GF0703,PC_GDP,2.3
2006,LT,GF0703,PC_GDP,2.1
2007,LT,GF0703,PC_GDP,2.1
2008,LT,GF0703,PC_GDP,2.3
2009,LT,GF0703,PC_GDP,2.5
2010,LT,GF0703,PC_GDP,2.5
2011,LT,GF0703,PC_GDP,2.3
2012,LT,GF0703,PC_GDP,2.2
2013,LT,GF0703,PC_GDP,2.1
2014,LT,GF0703,PC_GDP,2
2015,LT,GF0703,PC_GDP,2.2
2016,LT,GF0703,PC_GDP,2.2
2017,LT,GF0703,PC_GDP,2.1
2018,LT,GF0703,PC_GDP,2.2
2019,LT,GF0703,PC_GDP,2.3
2020,LT,GF0703,PC_GDP,2.5
2021,LT,GF0703,PC_GDP,2.7
2022,LT,GF0703,PC_GDP,2.3
2000,LU,GF0703,PC_GDP,2
2001,LU,GF0703,PC_GDP,2.3
2002,LU,GF0703,PC_GDP,2.3
2003,LU,GF0703,PC_GDP,2.5
2004,LU,GF0703,PC_GDP,2.7
2005,LU,GF0703,PC_GDP,2.5
2006,LU,GF0703,PC_GDP,2.3
2007,LU,GF0703,PC_GDP,2.1
2008,LU,GF0703,PC_GDP,2.2
2009,LU,GF0703,PC_GDP,2.2
2010,LU,GF0703,PC_GDP,2.1
2011,LU,GF0703,PC_GDP,2
2012,LU,GF0703,PC_GDP,2
2013,LU,GF0703,PC_GDP,2
2014,LU,GF0703,PC_GDP,1.9
2015,LU,GF0703,PC_GDP,1.9
2016,LU,GF0703,PC_GDP,1.9
2017,LU,GF0703,PC_GDP,2
2018,LU,GF0703,PC_GDP,2
2019,LU,GF0703,PC_GDP,2.1
2020,LU,GF0703,PC_GDP,2.2
2021,LU,GF0703,PC_GDP,2.2
2022,LU,GF0703,PC_GDP,2
2000,HU,GF0703,PC_GDP,2
2001,HU,GF0703,PC_GDP,1.6
2002,HU,GF0703,PC_GDP,1.8
2003,HU,GF0703,PC_GDP,2
2004,HU,GF0703,PC_GDP,1.8
2005,HU,GF0703,PC_GDP,1.9
2006,HU,GF0703,PC_GDP,2
2007,HU,GF0703,PC_GDP,1.7
2008,HU,GF0703,PC_GDP,1.7
2009,HU,GF0703,PC_GDP,1.7
2010,HU,GF0703,PC_GDP,1.8
2011,HU,GF0703,PC_GDP,1.8
2012,HU,GF0703,PC_GDP,2
2013,HU,GF0703,PC_GDP,1.9
2014,HU,GF0703,PC_GDP,2
2015,HU,GF0703,PC_GDP,2.3
2016,HU,GF0703,PC_GDP,2
2017,HU,GF0703,PC_GDP,2.1
2018,HU,GF0703,PC_GDP,2.1
2019,HU,GF0703,PC_GDP,2
2020,HU,GF0703,PC_GDP,3.5
2021,HU,GF0703,PC_GDP,2.2
2022,HU,GF0703,PC_GDP,1.8
2001,MT,GF0703,PC_GDP,3.5
2002,MT,GF0703,PC_GDP,3.9
2003,MT,GF0703,PC_GDP,4
2004,MT,GF0703,PC_GDP,4.1
2005,MT,GF0703,PC_GDP,4.4
2006,MT,GF0703,PC_GDP,4.1
2007,MT,GF0703,PC_GDP,3.2
2008,MT,GF0703,PC_GDP,3.2
2009,MT,GF0703,PC_GDP,3
2010,MT,GF0703,PC_GDP,3.3
2011,MT,GF0703,PC_GDP,3.3
2012,MT,GF0703,PC_GDP,3.6
2013,MT,GF0703,PC_GDP,3.6
2014,MT,GF0703,PC_GDP,3.7
2015,MT,GF0703,PC_GDP,3.6
2016,MT,GF0703,PC_GDP,3.5
2017,MT,GF0703,PC_GDP,3.4
2018,MT,GF0703,PC_GDP,3.3
2019,MT,GF0703,PC_GDP,3.4
2020,MT,GF0703,PC_GDP,4.1
2021,MT,GF0703,PC_GDP,3.6
2022,MT,GF0703,PC_GDP,3.2
2000,NL,GF0703,PC_GDP,2.2
2001,NL,GF0703,PC_GDP,2.2
2002,NL,GF0703,PC_GDP,2.4
2003,NL,GF0703,PC_GDP,2.5
2004,NL,GF0703,PC_GDP,2.6
2005,NL,GF0703,PC_GDP,2.5
2006,NL,GF0703,PC_GDP,3.1
2007,NL,GF0703,PC_GDP,3
2008,NL,GF0703,PC_GDP,2.8
